Sector,Job role,Employment type,Gender,Age group,Remote work,Work hours increase (%),Productivity change (%),Stress level (1-10),"Job satisfaction (-5,5)",Income change (%),Tech tools use increase (%),Health impact (1-10),"Family work balance impact (-5,5)",Company support level (1-10),"Job satisfaction (-5,5))",Productivity change (%
other,manager,full-time,male,18-24,rarely,14.62,12.78,2.0,2.5,5.29,22.75,4.0,-4.0,9.0,,12.78%
healthcare,manager,unemployed,female,55+,often,-6.43,-14.67,2.0,0.5,-12.44,23.11,9.0,-5.0,9.0,,-14.67%
finance,executive,self-employed,male,55+,occasionally,-3.21,-5.97,1.0,1.0,-16.47,44.43,7.0,1.0,6.0,,-5.97%
technology,executive,unemployed,male,45-54,rarely,36.98,-0.79,1.0,7.0,-12.69,6.3,2.0,-3.0,9.0,-0.2,-0.79%
education,freelancer,full-time,male,25-34,occasionally,-1.03,-0.51,7.0,0.0,-0.05,45.18,1.0,-2.0,3.0,,-0.51%
manufacturing,staff,self-employed,male,18-24,never,34.84,-0.54,5.0,3.0,-10.97,25.06,9.0,0.0,5.0,,-0.54%
technology,intern,full-time,male,25-34,always,6.35,7.22,3.0,-1.0,-6.34,30.31,1.0,-1.0,2.0,,7.22%
technology,freelancer,unemployed,female,25-34,always,10.03,16.38,1.0,5.0,-15.73,40.24,6.0,-2.0,8.0,-0.2,16.38%
retail,executive,unemployed,male,18-24,occasionally,26.06,2.85,10.0,2.5,14.79,25.71,2.0,3.0,4.0,,2.85%
education,intern,full-time,female,18-24,always,29.08,6.07,6.0,3.5,-4.27,48.08,4.0,0.0,6.0,,6.07%
technology,executive,self-employed,male,55+,rarely,8.34,-32.14,1.0,5.0,6.5,32.88,6.0,0.0,6.0,-0.2,-32.14%
technology,intern,full-time,other,55+,occasionally,4.18,-3.5,9.0,-4.0,-0.07,34.61,5.0,-4.0,5.0,,-3.50%
education,staff,unemployed,other,18-24,often,9.16,8.59,2.0,-1.5,-5.42,42.46,6.0,0.0,1.0,,8.59%
education,freelancer,full-time,other,35-44,rarely,15.07,14.08,1.0,-2.0,-5.94,23.85,3.0,1.0,7.0,,14.08%
technology,intern,unemployed,other,55+,rarely,23.37,-17.35,7.0,2.0,-12.25,42.62,5.0,2.0,10.0,,-17.35%
education,manager,full-time,female,35-44,rarely,10.06,-16.18,6.0,-4.5,-9.5,37.24,2.0,2.0,8.0,,-16.18%
technology,manager,self-employed,female,18-24,often,19.28,-14.48,6.0,-0.5,-15.08,30.23,7.0,3.0,1.0,,-14.48%
technology,intern,self-employed,male,55+,never,34.58,8.23,5.0,-1.0,-16.17,28.11,3.0,4.0,10.0,,8.23%
retail,intern,full-time,other,25-34,always,15.72,18.68,4.0,-0.5,15.86,47.24,1.0,5.0,7.0,,18.68%
healthcare,intern,full-time,female,18-24,occasionally,14.67,-10.15,4.0,-1.5,-2.21,27.4,8.0,-3.0,4.0,,-10.15%
technology,manager,self-employed,male,45-54,never,-12.78,16.66,3.0,1.0,9.66,16.62,8.0,4.0,6.0,,16.66%
finance,manager,unemployed,male,35-44,occasionally,-29.46,-2.53,10.0,-3.5,-12.94,42.15,3.0,1.0,9.0,,-2.53%
manufacturing,intern,self-employed,female,18-24,always,15.83,-6.49,8.0,3.5,-17.52,39.85,7.0,1.0,5.0,,-6.49%
other,executive,unemployed,other,18-24,often,8.58,-7.73,7.0,-3.0,-14.78,37.6,9.0,-5.0,8.0,,-7.73%
healthcare,executive,full-time,male,55+,rarely,2.28,10.43,9.0,1.0,-9.22,39.01,8.0,2.0,5.0,,10.43%
healthcare,staff,full-time,other,55+,rarely,13.65,6.01,1.0,2.0,-4.64,50.33,3.0,-2.0,2.0,,6.01%
healthcare,freelancer,unemployed,other,55+,often,9.09,42.02,7.0,4.0,-6.51,29.73,2.0,-1.0,4.0,,42.02%
retail,executive,full-time,other,45-54,never,26.92,-22.04,10.0,1.5,-12.73,17.79,10.0,0.0,2.0,,-22.04%
technology,manager,unemployed,male,55+,never,11.29,8.36,4.0,4.5,-4.12,20.74,7.0,-3.0,7.0,,8.36%
retail,executive,part-time,other,18-24,occasionally,-1.2,-14.08,7.0,3.0,-3.25,30.97,7.0,-1.0,7.0,,-14.08%
technology,staff,self-employed,male,55+,often,24.85,-17.89,1.0,-1.0,2.02,38.76,9.0,4.0,3.0,,-17.89%
retail,staff,part-time,other,25-34,never,6.74,-2.72,5.0,4.0,9.7,15.1,5.0,-1.0,7.0,,-2.72%
retail,freelancer,unemployed,male,55+,often,17.9,1.25,3.0,1.0,-8.64,22.34,4.0,-5.0,1.0,,1.25%
manufacturing,executive,self-employed,other,45-54,always,2.84,55.86,5.0,-5.0,7.15,57.54,8.0,-3.0,1.0,,55.86%
finance,manager,unemployed,female,25-34,rarely,0.25,-5.68,4.0,-0.5,-4.34,31.12,4.0,-3.0,9.0,,-5.68%
retail,manager,self-employed,other,18-24,rarely,11.26,-23.6,2.0,5.5,-20.27,20.81,4.0,-5.0,6.0,-0.2,-23.60%
manufacturing,intern,self-employed,other,18-24,rarely,10.19,3.46,4.0,0.5,12.83,29.37,2.0,1.0,5.0,,3.46%
education,manager,self-employed,male,35-44,often,17.2,-42.99,3.0,6.0,17.73,53.33,1.0,-5.0,6.0,-0.2,-42.99%
finance,freelancer,self-employed,male,25-34,often,5.97,-2.34,1.0,4.0,1.19,27.12,4.0,1.0,6.0,,-2.34%
retail,freelancer,unemployed,other,35-44,occasionally,-17.55,-4.68,10.0,2.5,-4.1,32.11,7.0,-2.0,1.0,,-4.68%
other,manager,self-employed,female,25-34,rarely,3.51,11.89,8.0,1.5,-7.71,11.1,9.0,3.0,5.0,,11.89%
healthcare,manager,self-employed,female,25-34,occasionally,21.91,16.97,5.0,5.0,-9.64,28.82,9.0,1.0,9.0,-0.2,16.97%
education,intern,part-time,male,45-54,rarely,5.54,-12.07,4.0,-2.5,7.11,31.17,10.0,-1.0,4.0,,-12.07%
education,manager,full-time,female,35-44,occasionally,6.3,-8.01,10.0,-0.2,-5.17,18.85,1.0,1.0,3.0,,-8.01%
manufacturing,intern,full-time,other,45-54,occasionally,24.8,-17.82,5.0,-2.0,11.74,28.13,5.0,3.0,1.0,,-17.82%
education,intern,part-time,male,25-34,always,-0.68,-24.56,4.0,2.5,-4.65,48.0,7.0,4.0,2.0,,-24.56%
finance,manager,part-time,other,18-24,occasionally,-13.14,4.7,3.0,6.0,-9.12,35.89,7.0,0.0,3.0,-0.2,4.70%
retail,staff,unemployed,male,25-34,often,7.59,-27.97,5.0,2.0,-11.01,23.42,10.0,-5.0,4.0,,-27.97%
retail,staff,unemployed,male,45-54,occasionally,2.74,-10.29,4.0,-2.5,-12.44,33.74,6.0,0.0,7.0,,-10.29%
other,intern,unemployed,male,35-44,rarely,-4.49,-20.4,1.0,0.0,0.14,30.59,10.0,-5.0,6.0,,-20.40%
healthcare,manager,part-time,male,35-44,occasionally,7.37,9.49,3.0,-2.0,-17.94,31.08,4.0,-2.0,8.0,,9.49%
manufacturing,staff,part-time,female,45-54,never,17.37,31.03,10.0,1.5,-13.18,30.89,3.0,2.0,9.0,,31.03%
healthcare,manager,self-employed,other,35-44,rarely,9.86,-31.03,10.0,-0.2,8.24,19.11,9.0,-1.0,6.0,,-31.03%
education,manager,unemployed,other,55+,never,14.6,-41.06,8.0,-3.5,-14.55,24.12,10.0,-1.0,7.0,,-41.06%
other,manager,unemployed,other,18-24,rarely,37.2,-6.0,7.0,-1.0,3.63,13.35,4.0,4.0,4.0,,-6%
healthcare,executive,unemployed,male,18-24,often,4.86,-0.69,2.0,6.5,-25.63,18.99,8.0,5.0,2.0,-0.2,-0.69%
finance,manager,full-time,female,18-24,often,14.18,3.87,1.0,7.0,9.5,42.81,1.0,2.0,9.0,-0.2,3.87%
retail,executive,self-employed,other,35-44,often,2.36,-10.43,3.0,0.0,-17.7,35.21,7.0,2.0,9.0,,-10.43%
education,intern,unemployed,female,35-44,never,-2.7,-6.51,5.0,-3.0,-13.76,15.37,6.0,-5.0,4.0,,-6.51%
other,staff,unemployed,male,25-34,always,1.23,2.35,10.0,-0.2,1.8,29.35,1.0,-1.0,3.0,,2.35%
healthcare,staff,unemployed,other,25-34,rarely,2.82,20.31,1.0,5.0,-2.3,33.27,4.0,-1.0,10.0,-0.2,20.31%
manufacturing,staff,full-time,female,18-24,often,15.39,-40.6,3.0,-4.0,3.95,19.92,5.0,2.0,6.0,,-40.60%
finance,staff,full-time,male,55+,rarely,45.24,-8.88,3.0,4.0,-17.78,34.93,8.0,-5.0,3.0,,-8.88%
finance,staff,part-time,female,25-34,never,-0.74,1.78,5.0,-5.0,-7.87,24.51,4.0,1.0,1.0,,1.78%
healthcare,staff,self-employed,other,25-34,always,3.75,-19.86,3.0,2.0,-11.17,25.42,3.0,1.0,4.0,,-19.86%
retail,staff,part-time,other,35-44,never,9.05,30.12,9.0,-2.0,-16.1,21.26,2.0,3.0,1.0,,30.12%
healthcare,intern,self-employed,male,55+,rarely,15.94,-13.21,1.0,3.0,0.96,51.54,4.0,-4.0,2.0,,-13.21%
education,manager,full-time,male,18-24,always,13.95,-2.83,4.0,-2.5,4.43,51.89,10.0,-3.0,3.0,,-2.83%
healthcare,freelancer,unemployed,male,25-34,always,29.26,6.12,10.0,-0.2,-8.37,31.72,4.0,-2.0,8.0,,6.12%
finance,executive,part-time,female,55+,never,-26.4,-16.83,10.0,2.5,10.23,27.17,10.0,-5.0,10.0,,-16.83%
other,freelancer,unemployed,female,55+,often,-25.8,-38.93,4.0,-4.5,-12.86,20.84,5.0,1.0,4.0,,-38.93%
healthcare,freelancer,part-time,female,18-24,rarely,2.56,-9.07,1.0,0.0,9.98,11.29,7.0,4.0,4.0,,-9.07%
retail,manager,full-time,male,55+,occasionally,26.46,19.59,2.0,-2.5,0.62,29.33,9.0,-3.0,10.0,,19.59%
other,manager,full-time,other,55+,occasionally,-13.48,-7.24,1.0,6.0,-17.24,35.52,2.0,-3.0,9.0,-0.2,-7.24%
manufacturing,manager,full-time,other,55+,never,-35.11,-19.93,6.0,1.5,14.82,28.11,5.0,-3.0,7.0,,-19.93%
technology,staff,part-time,female,25-34,rarely,18.57,17.01,3.0,-2.0,-9.44,33.25,10.0,2.0,2.0,,17.01%
healthcare,intern,self-employed,female,18-24,rarely,13.65,-10.12,7.0,0.0,7.05,29.95,9.0,3.0,3.0,,-10.12%
retail,staff,part-time,other,55+,never,-6.35,-12.7,5.0,1.0,-3.54,3.86,3.0,4.0,4.0,,-12.70%
other,intern,self-employed,other,55+,rarely,-4.78,-1.51,9.0,1.0,-1.26,24.39,1.0,-4.0,4.0,,-1.51%
retail,intern,part-time,female,25-34,often,-4.55,11.92,7.0,-1.0,4.01,44.69,2.0,4.0,10.0,,11.92%
manufacturing,freelancer,part-time,female,18-24,never,11.66,45.63,4.0,-4.5,3.46,24.43,6.0,4.0,8.0,,45.63%
finance,freelancer,full-time,other,35-44,often,0.61,14.04,5.0,2.0,-8.42,36.82,5.0,-5.0,10.0,,14.04%
retail,intern,unemployed,male,25-34,rarely,17.41,20.7,5.0,-5.0,0.32,28.29,1.0,3.0,10.0,,20.70%
other,intern,unemployed,female,18-24,never,-32.82,-12.62,5.0,-3.0,-0.43,23.13,1.0,0.0,6.0,,-12.62%
retail,staff,self-employed,other,55+,rarely,-2.85,-25.52,10.0,2.5,-2.86,5.35,4.0,3.0,3.0,,-25.52%
retail,staff,unemployed,other,18-24,never,-6.89,-3.25,9.0,-3.0,-7.03,31.55,4.0,0.0,9.0,,-3.25%
retail,freelancer,part-time,other,18-24,rarely,6.15,-2.86,10.0,-0.5,-2.88,23.89,6.0,-4.0,10.0,,-2.86%
education,manager,part-time,other,18-24,often,1.93,-23.07,3.0,4.0,14.68,42.08,6.0,-5.0,8.0,,-23.07%
education,intern,full-time,male,35-44,often,21.97,-6.51,6.0,0.5,-7.95,11.94,10.0,2.0,9.0,,-6.51%
finance,staff,full-time,other,18-24,rarely,-17.89,3.99,8.0,1.5,7.07,41.61,6.0,-3.0,5.0,,3.99%
healthcare,freelancer,unemployed,female,35-44,never,10.68,2.71,9.0,3.0,-11.2,8.44,1.0,-5.0,3.0,,2.71%
retail,staff,self-employed,male,55+,occasionally,18.38,6.59,7.0,-4.0,-13.81,55.41,10.0,2.0,4.0,,6.59%
manufacturing,intern,unemployed,other,35-44,often,37.85,4.32,3.0,0.0,27.76,56.19,9.0,-5.0,5.0,,4.32%
healthcare,intern,unemployed,male,55+,often,2.77,-10.64,1.0,6.0,0.4,21.75,7.0,2.0,9.0,-0.2,-10.64%
manufacturing,executive,unemployed,female,55+,occasionally,14.87,-12.28,4.0,2.5,0.68,38.17,7.0,-5.0,9.0,,-12.28%
healthcare,manager,unemployed,other,35-44,rarely,-17.06,-26.98,6.0,-0.2,0.95,14.83,7.0,3.0,3.0,,-26.98%
finance,executive,part-time,female,25-34,never,-25.88,34.2,3.0,3.0,9.07,13.61,2.0,3.0,7.0,,34.20%
retail,freelancer,self-employed,other,45-54,rarely,22.67,-0.23,1.0,3.0,-0.92,18.83,2.0,3.0,6.0,,-0.23%
retail,staff,part-time,other,18-24,always,9.92,-7.5,6.0,-0.2,3.16,44.48,6.0,-3.0,4.0,,-7.50%
technology,freelancer,self-employed,other,45-54,often,27.68,-19.08,1.0,6.0,-15.59,38.25,7.0,-2.0,5.0,-0.2,-19.08%
manufacturing,intern,full-time,other,18-24,always,-10.6,54.21,9.0,2.0,4.84,27.98,3.0,-1.0,10.0,,54.21%
healthcare,executive,unemployed,other,18-24,often,17.8,-21.97,1.0,2.0,-7.37,39.4,4.0,0.0,2.0,,-21.97%
healthcare,executive,part-time,male,55+,often,38.03,-11.58,6.0,-0.2,1.72,32.96,3.0,3.0,7.0,,-11.58%
education,executive,self-employed,other,18-24,always,16.3,7.82,1.0,-2.0,-22.15,21.79,7.0,5.0,4.0,,7.82%
technology,freelancer,full-time,other,18-24,always,14.15,8.5,7.0,-2.0,1.3,35.66,7.0,-2.0,2.0,,8.50%
other,intern,full-time,male,35-44,rarely,10.13,17.66,3.0,-3.0,-27.42,41.6,4.0,0.0,6.0,,17.66%
other,staff,unemployed,male,45-54,always,-13.56,33.15,6.0,3.5,-7.76,36.0,7.0,-5.0,2.0,,33.15%
education,staff,self-employed,male,35-44,rarely,30.33,6.62,7.0,-0.2,-22.06,6.64,5.0,-4.0,10.0,,6.62%
education,freelancer,part-time,male,18-24,rarely,0.84,-21.62,1.0,2.0,1.33,33.14,1.0,2.0,2.0,,-21.62%
education,executive,unemployed,male,55+,rarely,17.57,-5.64,1.0,4.0,-4.31,15.72,10.0,-2.0,7.0,,-5.64%
manufacturing,manager,part-time,male,35-44,often,-13.45,3.66,5.0,2.0,-12.71,37.14,4.0,4.0,1.0,,3.66%
manufacturing,freelancer,full-time,other,35-44,often,-7.69,38.36,6.0,1.5,9.34,33.28,7.0,1.0,7.0,,38.36%
finance,freelancer,part-time,other,25-34,always,31.53,-32.46,9.0,3.0,-13.97,57.62,2.0,-2.0,10.0,,-32.46%
finance,intern,part-time,female,18-24,often,4.79,23.55,1.0,2.0,-35.31,33.29,2.0,3.0,5.0,,23.55%
education,staff,unemployed,other,55+,always,31.8,1.6,4.0,5.5,0.14,28.55,1.0,3.0,1.0,-0.2,1.60%
technology,freelancer,part-time,other,35-44,often,8.83,11.76,10.0,-0.2,-22.67,30.31,2.0,-2.0,6.0,,11.76%
healthcare,freelancer,unemployed,male,35-44,never,-17.63,-6.04,8.0,-0.2,-13.65,7.71,10.0,2.0,7.0,,-6.04%
manufacturing,executive,full-time,male,55+,never,23.38,-21.85,10.0,-0.2,-10.17,17.91,8.0,0.0,1.0,,-21.85%
technology,executive,unemployed,other,18-24,always,1.15,10.52,9.0,-3.0,-19.24,57.7,8.0,-5.0,9.0,,10.52%
retail,manager,unemployed,female,25-34,often,20.48,11.59,3.0,5.0,-9.94,47.48,8.0,1.0,7.0,-0.2,11.59%
manufacturing,intern,full-time,male,35-44,often,10.38,18.44,2.0,0.5,-19.05,55.41,1.0,-5.0,1.0,,18.44%
manufacturing,manager,part-time,other,25-34,rarely,-13.15,-2.27,4.0,4.5,-3.38,29.79,1.0,-3.0,3.0,,-2.27%
finance,executive,full-time,other,18-24,occasionally,12.46,-13.0,2.0,-3.5,-17.29,31.43,10.0,2.0,5.0,,-13%
healthcare,staff,unemployed,female,18-24,always,42.94,-31.68,1.0,-3.0,-4.7,30.02,4.0,3.0,4.0,,-31.68%
healthcare,executive,full-time,female,45-54,occasionally,17.39,14.89,3.0,4.0,6.62,32.7,6.0,-3.0,2.0,,14.89%
other,intern,self-employed,male,45-54,occasionally,9.14,4.98,7.0,-5.0,2.82,28.7,8.0,-5.0,1.0,,4.98%
other,executive,part-time,female,45-54,always,26.13,-19.82,1.0,3.0,-5.82,47.79,2.0,-5.0,4.0,,-19.82%
other,intern,unemployed,other,18-24,often,13.16,-11.77,2.0,5.5,-14.89,23.78,3.0,1.0,7.0,-0.2,-11.77%
other,intern,part-time,other,18-24,always,13.14,-9.84,1.0,0.0,-3.41,40.53,6.0,-1.0,4.0,,-9.84%
retail,intern,self-employed,female,55+,occasionally,-6.37,-33.66,8.0,-0.5,-11.96,14.27,10.0,-5.0,9.0,,-33.66%
retail,intern,self-employed,female,25-34,often,13.51,-18.85,5.0,2.0,-2.99,38.38,4.0,0.0,8.0,,-18.85%
manufacturing,intern,full-time,female,25-34,never,25.53,-26.68,8.0,-2.5,-22.15,26.76,2.0,0.0,8.0,,-26.68%
education,staff,unemployed,female,55+,always,-2.54,-9.75,3.0,-4.0,3.07,23.78,7.0,-2.0,5.0,,-9.75%
finance,manager,full-time,male,55+,always,31.37,-18.27,7.0,-3.0,-4.67,26.6,4.0,1.0,1.0,,-18.27%
finance,freelancer,self-employed,female,45-54,often,8.62,-36.54,8.0,2.5,17.09,22.04,8.0,1.0,9.0,,-36.54%
other,manager,part-time,male,55+,never,-3.32,37.45,6.0,-3.5,8.06,18.22,8.0,3.0,2.0,,37.45%
manufacturing,intern,full-time,other,35-44,never,24.96,21.55,7.0,3.0,0.66,6.03,7.0,-5.0,6.0,,21.55%
technology,staff,full-time,female,25-34,often,5.7,-16.58,2.0,0.5,-6.24,48.78,10.0,-1.0,10.0,,-16.58%
education,executive,part-time,male,55+,rarely,21.39,1.45,8.0,2.5,-12.3,29.36,9.0,4.0,5.0,,1.45%
manufacturing,staff,full-time,female,35-44,always,5.62,5.85,5.0,4.0,4.42,45.99,4.0,-3.0,10.0,,5.85%
education,intern,part-time,other,35-44,always,9.1,20.32,7.0,-1.0,-7.29,24.11,5.4,1.0,8.0,,20.32%
education,staff,unemployed,other,35-44,occasionally,17.4,-16.87,1.0,-2.0,6.68,42.93,10.0,-2.0,3.0,,-16.87%
education,staff,part-time,other,35-44,often,14.36,19.34,5.0,1.0,-0.99,41.5,10.0,-2.0,6.0,,19.34%
manufacturing,intern,unemployed,female,45-54,occasionally,-19.93,-11.46,1.0,-1.0,-0.92,23.18,1.0,-5.0,6.0,,-11.46%
other,staff,part-time,female,35-44,occasionally,-6.82,-30.72,8.0,-0.2,0.95,14.58,4.0,-5.0,10.0,,-30.72%
finance,freelancer,self-employed,male,45-54,never,23.94,12.48,4.0,4.5,-14.2,19.24,2.0,4.0,3.0,,12.48%
finance,freelancer,self-employed,other,45-54,always,8.02,23.82,4.0,-2.5,-15.22,35.34,9.0,-4.0,7.0,,23.82%
other,staff,unemployed,female,35-44,occasionally,2.14,50.76,2.0,4.5,-15.57,25.75,5.0,-4.0,4.0,,50.76%
education,executive,unemployed,other,25-34,never,-10.38,-3.0,5.0,4.0,5.47,12.95,3.0,-5.0,5.0,,
technology,intern,self-employed,other,35-44,often,-6.2,13.48,1.0,7.0,-14.46,42.21,4.0,2.0,9.0,-0.2,13.48%
healthcare,freelancer,unemployed,male,35-44,occasionally,-20.33,-12.7,9.0,3.0,-13.21,3.99,6.0,0.0,6.0,,-12.70%
manufacturing,executive,part-time,male,35-44,always,8.48,13.17,5.0,0.0,0.38,54.3,10.0,0.0,10.0,,13.17%
healthcare,staff,part-time,male,25-34,occasionally,1.02,-32.41,6.0,4.5,-7.52,39.98,1.0,4.0,4.0,,-32.41%
other,freelancer,self-employed,male,18-24,often,-4.5,-26.26,2.0,1.5,-8.8,30.13,7.0,4.0,8.0,,-26.26%
technology,manager,full-time,other,18-24,occasionally,8.98,-20.52,10.0,-4.5,-9.67,28.56,8.0,3.0,9.0,,-20.52%
manufacturing,freelancer,part-time,male,45-54,always,15.46,-3.42,10.0,-0.5,-28.26,50.83,7.0,-1.0,10.0,,-3.42%
